research_sentence	judgment
To use fMRI to compare the neural correlates of self-referential processing in depressed and non-depressed participants.	1
The aim of this study is to investigate the effects of a proton pump inhibitor pantoprazole in intact rat I/R models.	1
To describe the gait patterns in hereditary spastic paraparesis and to identify subgroups of patients according to specific kinematic features of walking.	1
To examine Lp-PLA2 and CIMT values in low risk individuals, and to explore the relationship between Lp-PLA2 and CIMT.	1
In this study we determined the expression of cancer testis genes Tsga10, TEX101 and ODF3 in patients with breast cancer.	1
The aim of this study was to determine the outer appendiceal diameter that maximizes sensitivity and specificity in a pediatric population.	1
Crude extract of fresh Khat plant leaves were prepared and exposed to cells.	1
Our aim was to provide a systematic review of the literature on the association between Raynaud's phenomenon, neurosensory injuries and carpal tunnel syndrome and hand-arm vibration (HAV) exposure.	1
To examine the influence of QS summaries on participants' perceptions of text quality (i.e., comprehensibility, structure, and interest) and recall, an experimental - control group design compared the effects of a QS text with a structured abstract (SA) text.	1
The aim of this trial was to evaluate the impact of postinterventional tumor necrosis on recurrence-free long-term survival after liver transplantation (LT) in patients with HCC, especially focusing on those exceeding the Milan criteria on pretransplant radiographic imaging.	1
To compare the cost-effectiveness of two short-term psychotherapies in the treatment of depressive and anxiety disorders during a one-year follow-up.	1
To gain better insight into the state of powered prosthesis usage and identify a ratio of rejection among children.	1
To compare the quality of colon cleanliness achieved with one-day versus two-day bowel preparation in outpatients undergoing CCE.	1
To select sets of female and male patients comparable in respect of relevant risk factors in order to compare the sex-specific risk in a systematic manner.	1
To re-examine the significance of lipoprotein profiles on virological response to peg-IFN plus RBV combination therapy in patients with chronic HCV G1b infection, we examined cholesterol and triglyceride concentrations in each lipoprotein fraction separated by high performance liquid chromatography.	1
To assess the composition of vaginal tract aerobic microorganisms of asymptomatic women in menacme and post-menopause, and to analyze the accuracy of cytopathologic, bacterioscopic exams, and culturing of the flora.	1
The aim of the present study was to conduct a meta-analysis of published papers on the agreement (kappa) between TST and QuantiFERON-TB Gold In-Tube (QFT-GIT) tests for diagnosis of LTBI in HIV patient.	1
To evaluate the effect of L-T4 therapy on endothelial function as determined by C-IMT in patients with SCH.	1
To evaluate the erythema and pigmentation of melasma lesions and the surrounding areas in patients receiving triple combination (TC: hydroquinone, tretinoin, and fluocinolone acetonide) regimens.	1
We aimed to test the hypothesis that Vita Mamba, with systematic deworming in both study arms, would significantly reduce anemia among rural, school-aged children.	1
